UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE
SISTEMA INTEGRADO DE GESTÃO DE ATIVIDADES ACADÊMICAS
RELATÓRIO DE NOTAS SEMESTRAIS
CURSO;CIÊNCIAS E TECNOLOGIA/ECT - NATAL - BACHARELADO
ANO;2017

Período;Código;Nome;Turma;Siape;Horário;Matrícula;Nota;Situação;
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;05B;1170845-1;6T56  35N12 (24/07/2017 - 16/12/2017);20160142218;-;INDEFERIDO;
2;ECT2301;CÁLCULO III;04;4857669-9;46N12 (24/07/2017 - 16/12/2017);2016010075;4.00;REPROVADO;
2;ECT2414;ELETRICIDADE APLICADA;04B;1807863-1;4T56  24N34 (24/07/2017 - 09/09/2017),  24N34 (10/09/2017 - 25/11/2017);2013007693;5.00;APROVADO POR NOTA;
2;DEB0604;BASES CINESIOLÓGICAS DO MOVIMENTO HUMANO;01;2682800-8;56N34;20150140256;8.80;APROVADO;
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;01;2421903-9;2T12 (24/07/2017 - 16/12/2017);20160108243;7.70;APROVADO;
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;03;1648476-4;35M56 (24/07/2017 - 16/12/2017);2015094491;2.90;REPROVADO;
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;06;1144028-9;46T56 (24/07/2017 - 16/12/2017);2016016570;1.90;REPROVADO;
2;ECT1553;EMPREENDEDORISMO, NEGÓCIOS E GESTÃO DE PROJETOS INOVADORES;01;1753067-1;5N1234 (24/07/2017 - 16/12/2017);20170040178;9.90;APROVADO;
2;FPE0087;LÍNGUA BRASILEIRA DE SINAIS - LIBRAS;04;1888150-7;4T3456 (24/07/2017 - 16/12/2017);20160147250;-;INDEFERIDO;
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;01;1242299-3;3T12 (24/07/2017 - 16/12/2017);20170041550;-;DESISTENCIA;
2;MTR0351;FÍSICA DE POLÍMEROS;01;1755267-4;24T34;2012922578;6.70;APROVADO POR NOTA;
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;05;1753067-1;46N12 (24/07/2017 - 16/12/2017);2014056478;0.00;REPROVADO;
2;ECT2416;EXPRESSÃO GRÁFICA;03A;1772123-9;35T12 (24/07/2017 - 29/10/2017),  35T12 (30/10/2017 - 16/12/2017);2015094114;-;INDEFERIDO;
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;05;2421903-9;2N12 (24/07/2017 - 16/12/2017);20150126471;-;CANCELADO;
2;DEB0705;ELETRÔNICA ANALÓGICA;01;3223220-1;2N34 6N12;2014085228;7.90;APROVADO;
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;04A;1159567-3;5T34  35N34 (24/07/2017 - 16/12/2017);20160147250;6.20;APROVADO POR NOTA;
2;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;02;1801831-1;35T34 (24/07/2017 - 16/12/2017);2016013550;1.40;REPROVADO;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;03A;4687943-1,1434796-4;24M56  3T34 (24/07/2017 - 26/11/2017);2016016355;0.00;CANCELADO;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);20170034573;-;INDEFERIDO;
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;03;1753123-5;24M34 (24/07/2017 - 16/12/2017);2016097809;1.00;REPROVADO;
2;ECT2307;FÍSICA EXPERIMENTAL I;06A;1717472-6;4M456 (04/08/2017 - 04/11/2017);2016013157;8.20;APROVADO;
2;MEC1601;PROCESSOS DE FABRICAÇÃO MECÂNICA I;02;2613355-7;35N12 (24/07/2017 - 16/12/2017);2013075512;-;INDEFERIDO;
2;DCA0203;ELETRÔNICA;01A;1149567-9;3T3456 5T56;2015011953;6.90;APROVADO POR NOTA;
2;MEC1602;SISTEMAS TÉRMICOS II;02;1647050-0;46N34 (24/07/2017 - 16/12/2017);2011006884;5.70;APROVADO POR NOTA;
2;ECT2201;CÁLCULO II;01;1753781-1;46M34 (24/07/2017 - 16/12/2017);20170030636;0.50;REPROVADO;
2;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;03;1615358-0;35T34 (24/07/2017 - 16/12/2017);20160141936;5.90;APROVADO POR NOTA;
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;01;2421903-9;2T12 (24/07/2017 - 16/12/2017);2013020612;0.00;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2413;MECÂNICA DOS FLUIDOS;04;2391566-0;35N34 (24/07/2017 - 16/12/2017);2016016810;5.50;APROVADO POR NOTA;
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;06;1144028-9;46T56 (24/07/2017 - 16/12/2017);2014084928;2.20;REPROVADO POR MÉDIA E POR FALTAS;
2;MTR0303;NANOMATERIAIS;01;1883170-4;35N34;2013020185;5.10;APROVADO POR NOTA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;03;2565098-1;36T12 (24/07/2017 - 16/12/2017);20160107747;-;INDEFERIDO;
2;CIV1101;GEOLOGIA AMBIENTAL;01;2998535-0,1149451-6;35T56;2014066189;7.10;APROVADO;
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;04;1755308-5;2N12 (24/07/2017 - 16/12/2017);2016021631;-;DESISTENCIA;
2;QUI1000;QUÍMICA AMBIENTAL;01;3149615-8;46T12;2012918190;-;DESISTENCIA;
2;ECT2104;QUÍMICA GERAL;06E;1481705-7,1255011-8;7T12  25N34 (24/07/2017 - 16/12/2017);20170039391;6.60;APROVADO POR NOTA;
2;ECT2701;INTERNET DAS COISAS;01;1763991-5;4T34 (24/07/2017 - 16/12/2017);2015020157;-;INDEFERIDO;
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;01;1242299-3;3T12 (24/07/2017 - 16/12/2017);20170038358;7.30;APROVADO;
2;ELE1715;CIRCUITOS DIGITAIS;01;2566657-8;2T56  2N12;2010040163;5.00;APROVADO POR NOTA;
2;MEC1610;ELEMENTOS DE AUTOMAÇÃO INDUSTRIAL;01;348122-2;35T56 (24/07/2017 - 16/12/2017);2015010615;9.30;APROVADO;
2;ECT2202;ÁLGEBRA LINEAR;04;2276754-3;46N34 (24/07/2017 - 16/12/2017);20160143304;5.00;APROVADO POR NOTA;
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;05;2421903-9;2N12 (24/07/2017 - 16/12/2017);20160158610;-;CANCELADO;
2;ECT2301;CÁLCULO III;03;2998751-4;46T12 (24/07/2017 - 16/12/2017);2016016177;-;INDEFERIDO;
2;ICE1028;NEUROECONOMIA;01;346866-8;35M34 (24/07/2017 - 16/12/2017);2013064813;7.70;APROVADO;
2;ECT2103;CÁLCULO I;08;2998751-4;35T56 (24/07/2017 - 16/12/2017);20160107783;5.00;APROVADO POR NOTA;
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;02;3913659-2;2M34 (24/07/2017 - 16/12/2017);20170035070;7.40;APROVADO;
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;03;1648476-4;35M56 (24/07/2017 - 16/12/2017);20160112685;0.00;REPROVADO;
2;ELE0701;ELETRÔNICA;01A;1199091-2;246T12;2015017474;9.50;APROVADO;
2;ECT2401;COMPUTAÇÃO NUMÉRICA;02A;4523538-6,2757086-1;35M34 (24/07/2017 - 09/09/2017), 35M34  5T12 (10/09/2017 - 16/12/2017);2016021551;5.40;APROVADO POR NOTA;
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;01;1753896-5;46M56 (24/07/2017 - 16/12/2017);20170033057;7.20;APROVADO;
2;ECT2412;MECÂNICA DOS SÓLIDOS;02;2087565-9;35M12 (24/07/2017 - 16/12/2017);2013020603;5.00;APROVADO POR NOTA;
2;ECT2104;QUÍMICA GERAL;04A;1255011-8;3T56  25N12 (24/07/2017 - 16/12/2017);2014047915;-;INDEFERIDO;
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;05;2550037-8;35N34 (24/07/2017 - 16/12/2017);20160143805;0.00;REPROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;07;2565098-1;36T34 (24/07/2017 - 16/12/2017);2016018117;-;INDEFERIDO;
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;04B;1159567-3;5T56  35N34 (24/07/2017 - 16/12/2017);20150125429;-;INDEFERIDO;
2;CIV1206;MICROBIOLOGIA AMBIENTAL;01;1764855-8;5M3456 (24/07/2017 - 16/12/2017);2014074510;7.30;APROVADO;
2;DEB0602;PROCESSOS E CERTIFICAÇÃO DE SOFTWARE EM SAÚDE;01;2488270-6;2N34 4N12;2016022853;0.00;REPROVADO;
2;ECT2201;CÁLCULO II;05;2583622-8;46N34 (24/07/2017 - 16/12/2017);2014098389;6.60;APROVADO POR NOTA;
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;02A;2114893-9;3M34  46T12 (24/07/2017 - 16/12/2017);20170096155;6.40;APROVADO POR NOTA;
2;DEB0602;PROCESSOS E CERTIFICAÇÃO DE SOFTWARE EM SAÚDE;01;2488270-6;2N34 4N12;2013072673;9.10;APROVADO;
2;ECT2104;QUÍMICA GERAL;01B;2276334-3;2M34  25T34 (24/07/2017 - 16/12/2017);20160142432;2.10;REPROVADO;
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;01;2087054-1;2M34 (24/07/2017 - 16/12/2017);20170032274;5.00;APROVADO POR NOTA;
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;03;1242299-3;4T56 (24/07/2017 - 16/12/2017);20170031651;6.40;APROVADO POR NOTA;
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;03;1242299-3;4T56 (24/07/2017 - 16/12/2017);2011008341;-;INDEFERIDO;
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;05;1753067-1;46N12 (24/07/2017 - 16/12/2017);2012038149;8.80;APROVADO;
2;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;01;1718474-8;35T34 (24/07/2017 - 16/12/2017);20160141767;7.40;APROVADO;
2;ECT2103;CÁLCULO I;01;1671983-4;2356T12 (02/10/2017 - 16/12/2017);2016090764;-;INDEFERIDO;
2;ECT2301;CÁLCULO III;04;4857669-9;46N12 (24/07/2017 - 16/12/2017);20170000646;-;INDEFERIDO;
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;03;1753123-5;24M34 (24/07/2017 - 16/12/2017);20170039954;6.30;APROVADO POR NOTA;
2;ECT2201;CÁLCULO II;05;2583622-8;46N34 (24/07/2017 - 16/12/2017);20160143609;1.40;CANCELADO;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;05D;2312423-9;6T12  35N12 (24/07/2017 - 26/11/2017);20170034054;-;INDEFERIDO;
2;ECT2401;COMPUTAÇÃO NUMÉRICA;02A;4523538-6,2757086-1;35M34 (24/07/2017 - 09/09/2017), 35M34  5T12 (10/09/2017 - 16/12/2017);2015018159;-;INDEFERIDO;
2;ECT2403;FÍSICA EXPERIMENTAL II;01A;1509949-2;2T123 (04/08/2017 - 04/11/2017);2015091097;5.20;APROVADO POR NOTA;
2;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;05;2218079-8;35N34 (24/07/2017 - 16/12/2017);2016013157;7.70;APROVADO;
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;04A;1159567-3;5T34  35N34 (24/07/2017 - 16/12/2017);20170036970;-;CANCELADO;
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;04;1894891-1;35N12 (24/07/2017 - 16/12/2017);2016021711;2.00;REPROVADO;
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;04;1544724-5;2N12 (24/07/2017 - 16/12/2017);20170037575;5.10;APROVADO POR NOTA;
2;ECT2202;ÁLGEBRA LINEAR;02;1508148-8;35M56 (24/07/2017 - 16/12/2017);20170038474;4.90;REPROVADO;
2;CIV1202;GESTÃO AMBIENTAL;01;2190974-3;24M12;2012982324;6.00;APROVADO POR NOTA;
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;01;2421903-9;2T12 (24/07/2017 - 16/12/2017);2016021990;7.40;APROVADO;
2;CAC1103;METEOROLOGIA E CLIMATOLOGIA;01;2411669-8;24T56;2014056253;6.70;APROVADO POR NOTA;
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;01;1066958-4;35M12 (24/07/2017 - 16/12/2017);20170038394;2.50;REPROVADO;
2;MEC1834;INTRODUÇÃO  AOS ELEMENTOS DE MÁQUINAS;01;5220696-5;46M56;2015016216;6.20;APROVADO POR NOTA;
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;06;1144028-9;46T56 (24/07/2017 - 16/12/2017);20160158307;1.40;REPROVADO POR MÉDIA E POR FALTAS;
2;CIV1205;QUALIDADE DA ÁGUA;01;2326351-4;36M34;2013064466;6.20;APROVADO POR NOTA;
2;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;04;2218079-8;35N12 (24/07/2017 - 16/12/2017);2014095968;5.20;APROVADO POR NOTA;
2;ECT1558;ÉTICA EM CIÊNCIA E TECNOLOGIA;01;1148551-7;2T3456 (24/07/2017 - 16/12/2017);2016020895;7.20;APROVADO;
2;CIV1104;HIDROLOGIA;01;1759777-5;35T34;2012926245;-;INDEFERIDO;
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;03;1242299-3;4T56 (24/07/2017 - 16/12/2017);20170036451;6.30;APROVADO POR NOTA;
2;ECT1503;MATEMÁTICA FINANCEIRA;01;1753123-5;24T12 (24/07/2017 - 16/12/2017);2015090975;6.10;APROVADO POR NOTA;
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;01;1509949-2;35M34 (24/07/2017 - 16/12/2017);20170031295;5.20;APROVADO POR NOTA;
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;04;2410576-9;46N34 (24/07/2017 - 16/12/2017);20160002440;-;CANCELADO;
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;01;1509949-2;35M34 (24/07/2017 - 16/12/2017);20170031992;4.00;REPROVADO;
2;PTR0411;RESERVATÓRIOS;01;1149372-2;24T34;2013018839;7.50;APROVADO;
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;06;1144028-9;46T56 (24/07/2017 - 16/12/2017);20170041970;7.10;APROVADO;
2;ECT2103;CÁLCULO I;02;2340200-0;2356T12 (02/10/2017 - 16/12/2017);20170031455;7.30;APROVADO;
2;DCA0118;PROCESSAMENTO DIGITAL DE SINAIS;02;1543191-8;24M12;2011012175;0.50;REPROVADO;
2;DEB0503;SISTEMAS DE INFORMAÇÃO NA SAÚDE;01;2613423-5;3N34 6N12;2012924723;5.90;APROVADO POR NOTA;
2;ECT2403;FÍSICA EXPERIMENTAL II;04A;2325464-7;3T456 (04/08/2017 - 04/11/2017);2015095891;-;INDEFERIDO;
2;ECT2301;CÁLCULO III;03;2998751-4;46T12 (24/07/2017 - 16/12/2017);2014075240;-;INDEFERIDO;
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;03;1648476-4;35M56 (24/07/2017 - 16/12/2017);20170033772;7.40;APROVADO;
2;ECT2413;MECÂNICA DOS FLUIDOS;03;2391566-0;24N34 (24/07/2017 - 16/12/2017);2013090626;4.70;REPROVADO;
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;03;1648476-4;35M56 (24/07/2017 - 16/12/2017);20170038732;0.50;REPROVADO;
2;ICE1039;NEUROBIOLOGIA DOS SENTIDOS;01;2069422-1,1842426-2;24T56 (24/07/2017 - 27/11/2017);20170003512;-;DESISTENCIA;
2;MEC1609;MECÂNICA DOS SÓLIDOS II;01;434906-9;35N34 (24/07/2017 - 16/12/2017);2013071907;-;TRANCADO;
2;DCO1003;REDES DE COMPUTADORES;01;1804383-8;35N12;2014084848;6.90;APROVADO POR NOTA;
2;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;04C;2254759-4,3057895-9;24N12 (24/07/2017 - 06/08/2017),  7T34  24N12 (07/08/2017 - 23/09/2017),  24N12 (24/09/2017 - 26/11/2017);2016019698;0.60;REPROVADO;
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;01;2421903-9;2T12 (24/07/2017 - 16/12/2017);2016013756;8.20;APROVADO;
2;ECT2202;ÁLGEBRA LINEAR;04;2276754-3;46N34 (24/07/2017 - 16/12/2017);20160143485;5.50;APROVADO POR NOTA;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;04D;2312423-9;6T12  35N34 (24/07/2017 - 26/11/2017);2016097620;4.20;REPROVADO;
2;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;04;2218079-8;35N12 (24/07/2017 - 16/12/2017);2016011072;6.30;APROVADO POR NOTA;
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;01;1066958-4;35M12 (24/07/2017 - 16/12/2017);2016021954;7.30;APROVADO;
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;02D;2114893-9,4687943-1,1845280-1;4M34  46T12 (24/07/2017 - 16/12/2017);2016013596;1.30;REPROVADO POR MÉDIA E POR FALTAS;
2;MEC1508;DINÂMICA;02;1837132-1;35N12 (24/07/2017 - 16/12/2017);2014026791;0.60;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;01;1718474-8;35T34 (24/07/2017 - 16/12/2017);2016011312;5.10;APROVADO POR NOTA;
2;ECT2416;EXPRESSÃO GRÁFICA;01B;1772123-9,1321426-0;35T56 (24/07/2017 - 29/10/2017), 46M56 (30/10/2017 - 16/12/2017);20170037092;0.10;REPROVADO POR MÉDIA E POR FALTAS;
2;MOR0070;BLOCO MORFOLOGICO;01;3492786-9,2318723-1,1667882-8;24N1234;20160100218;5.00;APROVADO POR NOTA;
2;ECT2103;CÁLCULO I;04;1912054-2;2356N12 (02/10/2017 - 16/12/2017);20170041077;-;INDEFERIDO;
2;MEC0404;MECANICA DOS SOLIDOS;02;346780-7;246T34;2013090457;5.00;APROVADO POR NOTA;
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;02;2421903-9;2T34 (24/07/2017 - 16/12/2017);20170043939;8.80;APROVADO;
2;ECT2103;CÁLCULO I;05;2646069-8;2356N12 (02/10/2017 - 16/12/2017);20170045192;-;CANCELADO;
2;DEF0650;ATIVIDADE FISICA, SAUDE E QUALIDADE DE VIDA;01;1971270-9;35N12;2014096900;-;CANCELADO;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;01A;1943220-0;24M12  2T12 (24/07/2017 - 26/11/2017);20170039453;7.90;APROVADO;
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;04;3913659-2;2N34 (24/07/2017 - 16/12/2017);20170035338;5.00;APROVADO POR NOTA;
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;03;1756325-1;35M34 (24/07/2017 - 16/12/2017);20150139890;0.00;CANCELADO;
2;MEC1609;MECÂNICA DOS SÓLIDOS II;03;1338331-2;24T56 (24/07/2017 - 16/12/2017);2015091631;5.10;APROVADO POR NOTA;
2;ECT2412;MECÂNICA DOS SÓLIDOS;02;2087565-9;35M12 (24/07/2017 - 16/12/2017);20150125680;-;INDEFERIDO;
2;ECT2201;CÁLCULO II;05;2583622-8;46N34 (24/07/2017 - 16/12/2017);20160131045;1.60;CANCELADO;
2;DCA0105;TEORIA DE CIRCUITOS;01;347427-7;35M34;2013073302;5.10;APROVADO POR NOTA;
2;ECT2412;MECÂNICA DOS SÓLIDOS;03;2087565-9,1752508-1;35N12 (24/07/2017 - 16/12/2017);20160107907;3.20;REPROVADO;
2;ECT1560;FUNDAMENTOS EM DESENVOLVIMENTO SUSTENTÁVEL;01;1717461-1,1674419-7;4T34 (24/07/2017 - 16/12/2017);20160141874;0.00;CANCELADO;
2;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;01;1718474-8;35T34 (24/07/2017 - 16/12/2017);20150126195;5.10;APROVADO POR NOTA;
2;PTR0515;FENÔMENOS DE SUPERFÍCIE APLICADOS AOS FLUIDOS DE PERFURAÇÃO;01;1531209-9;35T34;2013081467;7.50;APROVADO;
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;04;1755308-5;2N12 (24/07/2017 - 16/12/2017);20170138970;0.00;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;03;1753033-6;4T34 (24/07/2017 - 16/12/2017);2016016195;2.90;REPROVADO;
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;05;1753067-1;46N12 (24/07/2017 - 16/12/2017);20160158503;5.00;APROVADO POR NOTA;
2;ECT2413;MECÂNICA DOS FLUIDOS;04;2391566-0;35N34 (24/07/2017 - 16/12/2017);2012923851;0.00;REPROVADO;
2;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;03;1615358-0;35T34 (24/07/2017 - 16/12/2017);2016015616;6.30;APROVADO POR NOTA;
2;DCA0100;MATEMATICA DISCRETA;01;1149639-0;35M56;2016013630;-;INDEFERIDO;
2;MEC1609;MECÂNICA DOS SÓLIDOS II;01;434906-9;35N34 (24/07/2017 - 16/12/2017);2013080719;2.60;REPROVADO;
2;ECT2416;EXPRESSÃO GRÁFICA;03A;1772123-9;35T12 (24/07/2017 - 29/10/2017),  35T12 (30/10/2017 - 16/12/2017);2016017530;-;INDEFERIDO;
2;ELE1715;CIRCUITOS DIGITAIS;01;2566657-8;2T56  2N12;2011900137;1.80;REPROVADO;
2;MTR0909;PROCESSAMENTO DE RESÍDUOS SÓLIDOS;01;347303-3;24T56;2015087147;9.20;APROVADO;
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;02;1746037-1;3T12 (24/07/2017 - 16/12/2017);20160142675;6.60;APROVADO POR NOTA;
2;PTR0115;TERMODINÂMICA APLICADA À ENGENHARIA DE PETRÓLEO;01;1752014-4;24T12;2014077585;-;CANCELADO;
2;ECT2101;PRÉ-CÁLCULO;01;3550015-0;2356T12 (24/07/2017 - 30/09/2017);20170036934;-;INDEFERIDO;
2;ECT2416;EXPRESSÃO GRÁFICA;03A;1772123-9;35T12 (24/07/2017 - 29/10/2017),  35T12 (30/10/2017 - 16/12/2017);2016019455;-;INDEFERIDO;
2;ECT2403;FÍSICA EXPERIMENTAL II;07A;2913810-0;6T123 (04/08/2017 - 04/11/2017);20150125287;5.20;APROVADO POR NOTA;
2;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;03;1615358-0;35T34 (24/07/2017 - 16/12/2017);20170030995;5.90;APROVADO POR NOTA;
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;05;1753067-1;46N12 (24/07/2017 - 16/12/2017);2013072987;6.90;APROVADO POR NOTA;
2;ECT2201;CÁLCULO II;03;1753781-1;46M12 (24/07/2017 - 16/12/2017);2016013550;0.70;REPROVADO;
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;05;1066958-4;35N34 (24/07/2017 - 16/12/2017);2015018112;5.90;APROVADO POR NOTA;
2;ECT2413;MECÂNICA DOS FLUIDOS;04;2391566-0;35N34 (24/07/2017 - 16/12/2017);2016018171;2.40;REPROVADO;
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;01B;1943220-0;24M12  2T12 (24/07/2017 - 26/11/2017);20170030832;9.90;APROVADO;
2;ECT2413;MECÂNICA DOS FLUIDOS;02;1764984-8;24M56 (24/07/2017 - 16/12/2017);2016011715;8.70;APROVADO;
2;ECT2413;MECÂNICA DOS FLUIDOS;03;2391566-0;24N34 (24/07/2017 - 16/12/2017);20150126604;5.70;APROVADO POR NOTA;
2;ECT2413;MECÂNICA DOS FLUIDOS;04;2391566-0;35N34 (24/07/2017 - 16/12/2017);2014080670;5.80;APROVADO POR NOTA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;36T34 (24/07/2017 - 16/12/2017);2016098969;-;INDEFERIDO;
2;ECT2202;ÁLGEBRA LINEAR;02;1508148-8;35M56 (24/07/2017 - 16/12/2017);20160142192;2.30;REPROVADO;
2;ECT2416;EXPRESSÃO GRÁFICA;02A;1321426-0;35T56 (24/07/2017 - 29/10/2017), 35M12 (30/10/2017 - 16/12/2017);2014076256;7.10;APROVADO;
2;MTR0301;ESTRUTURA DOS MATERIAIS;01;1938946-1;24N12;2013020185;5.70;APROVADO POR NOTA;
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;05A;1170845-1;6T34  35N12 (24/07/2017 - 16/12/2017);2016019455;-;INDEFERIDO;
2;CIV1106;FUNDAMENTOS DE CARTOGRAFIA E SENSORIAMENTO REMOTO;01;2998535-0;24M56;2013019273;-;CANCELADO;
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;01;1242299-3;3T12 (24/07/2017 - 16/12/2017);2016021032;6.80;APROVADO POR NOTA;
2;ECT2403;FÍSICA EXPERIMENTAL II;09A;1718474-8;6M456 (04/08/2017 - 04/11/2017);2015095775;-;INDEFERIDO;
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;05B;1170845-1;6T56  35N12 (24/07/2017 - 16/12/2017);2016018850;-;INDEFERIDO;
2;ECT2701;INTERNET DAS COISAS;01;1763991-5;4T34 (24/07/2017 - 16/12/2017);2014097640;7.80;APROVADO;
2;MEC1506;METALOGRAFIA E TRATAMENTOS TÉRMICOS;01;2550377-6,2342188-8;46M34 (24/07/2017 - 16/12/2017);2015010615;8.00;APROVADO;
2;ECT2307;FÍSICA EXPERIMENTAL I;09A;2325464-7;7M456 (04/08/2017 - 04/11/2017);20170044319;-;INDEFERIDO;
2;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;04;2325464-7;46N34 (24/07/2017 - 16/12/2017);2013071925;7.60;APROVADO;
2;ECT2201;CÁLCULO II;04;2583622-8;46N12 (24/07/2017 - 16/12/2017);20150121493;1.40;REPROVADO;
2;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;02;1801831-1;35T34 (24/07/2017 - 16/12/2017);2016012033;0.90;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2413;MECÂNICA DOS FLUIDOS;01;1764984-8;24M34 (24/07/2017 - 16/12/2017);2016019713;7.60;APROVADO;
2;ECT2201;CÁLCULO II;04;2583622-8;46N12 (24/07/2017 - 16/12/2017);2015092512;5.20;APROVADO POR NOTA;
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;01;1242299-3;3T12 (24/07/2017 - 16/12/2017);20160107166;6.90;APROVADO POR NOTA;
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;06;2421903-9;2N34 (24/07/2017 - 16/12/2017);20160158290;7.90;APROVADO;
2;DCA0103;ANALISE DE SINAIS E SISTEMAS;01;1149639-0;246T56;2013022161;5.70;APROVADO POR NOTA;
2;ECT2202;ÁLGEBRA LINEAR;03;1508148-8;35M12 (24/07/2017 - 16/12/2017);2015094876;0.00;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2301;CÁLCULO III;03;2998751-4;46T12 (24/07/2017 - 16/12/2017);20150121036;-;INDEFERIDO;
