periodo;codigo;nome;turma;siape;horário;matricula;nota;situação
1;CIV1303;SANEAMENTO AMBIENTAL;1;2326351-4;35T34;2015016010;8.50;APROVADO
1;ECT2414;ELETRICIDADE APLICADA;03C;1569480-3;5T56  46N12 (19/02/2018 - 08/04/2018),  46N12 (09/04/2018 - 16/06/2018);20160001784;9.40;APROVADO
1;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;6;1319338-6;2N34 (19/02/2018 - 07/07/2018);2016019277;9.00;APROVADO
1;CIV1105;ECOLOGIA APLICADA À ENGENHARIA AMBIENTAL;1;1177742-9;24T34;20170044990;5.60;APROVADO POR NOTA
1;ECT2202;ÁLGEBRA LINEAR;5;2565098-1;46N12 (19/02/2018 - 07/07/2018);20170138059;-;INDEFERIDO
1;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;4;1242299-3;2N12 (19/02/2018 - 07/07/2018);2014066705;-;INDEFERIDO
1;ECT2701;INTERNET DAS COISAS;1;1763991-5;5T34 (19/02/2018 - 07/07/2018);2013072637;-;INDEFERIDO
1;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;2;2410576-9,1753896-5;46T56 (19/02/2018 - 07/07/2018);20170097896;6.40;APROVADO POR NOTA
1;ECT2403;FÍSICA EXPERIMENTAL II;10A;2325464-7;7T123 (26/02/2018 - 02/06/2018);20150131856;6.30;APROVADO POR NOTA
1;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;01D;4687943-1,1555898-5,1845280-1;46M12  5T34 (19/02/2018 - 07/07/2018);2016096347;-;CANCELADO
1;CIV0348;LEGISLACAO E SEGURANCA DO TRABALHO;2;1149549-1;35M34;2015018355;0.00;REPROVADO
1;ECT2207;PROBABILIDADE E ESTATÍSTICA;3;2340200-0;35N12 (19/02/2018 - 07/07/2018);2013019371;-;INDEFERIDO
1;ECT2202;ÁLGEBRA LINEAR;3;1508148-8;35T12 (19/02/2018 - 07/07/2018);20160141874;-;CANCELADO
1;ECT2412;MECÂNICA DOS SÓLIDOS;1;2087565-9;35T56 (19/02/2018 - 07/07/2018);2015014472;-;CANCELADO
1;ECT2307;FÍSICA EXPERIMENTAL I;06A;2325464-7;5T456 (26/02/2018 - 02/06/2018);2012922890;7.20;APROVADO
1;ECT2301;CÁLCULO III;5;2141197-4;46N34 (19/02/2018 - 07/07/2018);20170148538;-;CANCELADO
1;ECT2202;ÁLGEBRA LINEAR;4;2565098-1;46N34 (19/02/2018 - 07/07/2018);2014097013;-;INDEFERIDO
1;ECT2201;CÁLCULO II;3;2583622-8;46T12 (19/02/2018 - 07/07/2018);20170138059;5.00;APROVADO POR NOTA
1;ECT2413;MECÂNICA DOS FLUIDOS;1;2524058-9;24T12 (19/02/2018 - 07/07/2018);2015093117;-;INDEFERIDO
1;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;2;1354851-6;35T34 (19/02/2018 - 07/07/2018);20170032390;6.90;APROVADO POR NOTA
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;01C;2459504-9,1763991-5;5M56  24T12 (19/02/2018 - 16/06/2018);20170118029;0.50;REPROVADO
1;ECT2413;MECÂNICA DOS FLUIDOS;2;2391566-0;24T34 (19/02/2018 - 07/07/2018);2016018171;0.70;REPROVADO
1;MEC1602;SISTEMAS TÉRMICOS II;2;1647050-0;24T56 (19/02/2018 - 07/07/2018);2013068901;-;EXCLUIDA
1;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;2;1717472-6;35T56 (19/02/2018 - 07/07/2018);20160142700;6.70;APROVADO POR NOTA
1;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;6;1648476-4;35T56 (19/02/2018 - 07/07/2018);20170138907;2.30;REPROVADO
1;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;05A;1170845-1;6T34  35N12 (19/02/2018 - 07/07/2018);20160000624;0.00;CANCELADO
1;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;1;1753123-5;46T56 (19/02/2018 - 07/07/2018);2016011279;-;INDEFERIDO
1;DEB0504;INTRODUÇÃO À ENGENHARIA BIOMÉDICA;1;1752038-1;35N12;2011009868;5.00;APROVADO POR NOTA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;3;2571630-3;36M34 (19/02/2018 - 07/07/2018);20170034410;0.50;REPROVADO
1;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;4;1242299-3;2N12 (19/02/2018 - 07/07/2018);20170038492;7.40;APROVADO
1;DCA0105;TEORIA DE CIRCUITOS;2;1205246-1;35T34;2014056306;0.30;REPROVADO
1;MTR0353;FUNDAMENTOS DE METALURGIA;1;1652765-0;24N34;2015087147;5.30;APROVADO POR NOTA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20170116187;-;INDEFERIDO
1;ECT2103;CÁLCULO I;1;1091102-4;2356M34 (30/04/2018 - 07/07/2018);20170041110;-;TRANCADO
1;MEC1505;CAD PARA ENGENHARIA I;1;1792669-8;35M1234 (19/02/2018 - 26/04/2018);20150125160;-;INDEFERIDO
1;ECT2415;EQUAÇÕES DIFERENCIAIS;2;4857669-9;35N12 (19/02/2018 - 07/07/2018);2015020110;5.80;APROVADO POR NOTA
1;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;3;1319338-6;4M56 (19/02/2018 - 07/07/2018);20170138504;-;TRANCADO
1;ECT1552;INSTITUIÇÕES E SERVIÇOS TECNOLÓGICOS;1;2410576-9;35T12 (19/02/2018 - 07/07/2018);20170030832;-;DESISTENCIA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;1746024-9;4N34 (19/02/2018 - 07/07/2018);20170039355;-;CANCELADO
1;BEZ0062;BOTÂNICA I;2;1755051-5,1452763-6;35N12;2016017479;-;INDEFERIDO
1;ECT2301;CÁLCULO III;3;1753781-1;46M12 (19/02/2018 - 07/07/2018);20170138237;6.20;APROVADO POR NOTA
1;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;3;1615358-0;35M34 (19/02/2018 - 07/07/2018);20170038590;5.10;APROVADO POR NOTA
1;ECT2201;CÁLCULO II;4;1680333-9;46N12 (19/02/2018 - 07/07/2018);20170031590;5.00;APROVADO POR NOTA
1;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;2;1717472-6;35T56 (19/02/2018 - 07/07/2018);2016013273;6.00;APROVADO POR NOTA
1;ECT2201;CÁLCULO II;4;1680333-9;46N12 (19/02/2018 - 07/07/2018);20170138934;2.60;REPROVADO
1;ECT2202;ÁLGEBRA LINEAR;4;2565098-1;46N34 (19/02/2018 - 07/07/2018);20160142209;-;INDEFERIDO
1;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;3;1319338-6;4M56 (19/02/2018 - 07/07/2018);20160131260;5.90;APROVADO POR NOTA
1;ECT2307;FÍSICA EXPERIMENTAL I;06A;2325464-7;5T456 (26/02/2018 - 02/06/2018);20180001585;7.00;APROVADO
1;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;1;1648476-4;35T34 (19/02/2018 - 07/07/2018);20170118440;2.30;REPROVADO
1;DCA1202;PROGRAMAÇAO AVANÇADA;02A;1279464-5;246M12;2016013317;8.20;APROVADO
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;05B;2312423-9;3T56  35N12 (19/02/2018 - 16/06/2018);20150126865;5.70;APROVADO POR NOTA
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;05B;2312423-9;3T56  35N12 (19/02/2018 - 16/06/2018);20170039598;6.90;APROVADO POR NOTA
1;ICE1024;FUNDAMENTOS DE BIOINFORMÁTICA;1;1939184-8;6M3456 (19/02/2018 - 07/07/2018);2015002408;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;05C;2312423-9;7T12  35N12 (19/02/2018 - 16/06/2018);2016021874;0.00;CANCELADO
1;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;1;1718474-8;35M34 (19/02/2018 - 07/07/2018);20170036335;9.50;APROVADO
1;ECT2307;FÍSICA EXPERIMENTAL I;03A;1718474-8;4T123 (26/02/2018 - 02/06/2018);2016014397;-;CANCELADO
1;DCO1002;ENGENHARIA DE SOFTWARE;1;1422699-7;46N34;2015016332;6.80;APROVADO POR NOTA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;2276754-3;36N34 (19/02/2018 - 07/07/2018);20170032990;5.00;APROVADO POR NOTA
1;IMD0041;INTRODUÇÃO A ORGANIZAÇÃO E ARQUITETURA DE COMPUTADORES;3;2244846-4;24N12 (19/02/2018 - 07/07/2018);2014056585;3.20;REPROVADO
1;ECT2201;CÁLCULO II;3;2583622-8;46T12 (19/02/2018 - 07/07/2018);20170036273;8.50;APROVADO
1;ECT2207;PROBABILIDADE E ESTATÍSTICA;3;2340200-0;35N12 (19/02/2018 - 07/07/2018);20160106982;5.20;APROVADO POR NOTA
1;ECT2104;QUÍMICA GERAL;05A;1255011-8;4T56  25N34 (19/02/2018 - 07/07/2018);2016098969;-;INDEFERIDO
1;ECT2403;FÍSICA EXPERIMENTAL II;10A;2325464-7;7T123 (26/02/2018 - 02/06/2018);2016016613;7.20;APROVADO
1;DCA0202;CIRCUITOS DIGITAIS;01B;2413302-9;356T12;2015016815;-;CANCELADO
1;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;1;1753123-5;46T56 (19/02/2018 - 07/07/2018);20170138406;6.00;APROVADO POR NOTA
1;ECT2413;MECÂNICA DOS FLUIDOS;2;2391566-0;24T34 (19/02/2018 - 07/07/2018);20160147250;-;CANCELADO
1;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;04D;4687943-1,1159567-3,3051115-3,2254759-4;7M56  35N34 (19/02/2018 - 07/07/2018);2014098389;7.50;APROVADO
1;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;2;1242299-3;2M12 (19/02/2018 - 07/07/2018);20170033674;6.30;APROVADO POR NOTA
1;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;2;1717472-6;35T56 (19/02/2018 - 07/07/2018);20170138193;-;INDEFERIDO
1;DCO1003;REDES DE COMPUTADORES;1;1804383-8;35N12;2015017296;5.90;APROVADO POR NOTA
1;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;1;1648476-4;35T34 (19/02/2018 - 07/07/2018);20170039678;5.60;APROVADO POR NOTA
1;DCO1007;CIRCUITOS PARA COMUNICAÇÕES;1;2524053-8;35N12;2013024246;-;CANCELADO
1;ECT2202;ÁLGEBRA LINEAR;3;1508148-8;35T12 (19/02/2018 - 07/07/2018);20170114941;3.20;REPROVADO
1;ECT2207;PROBABILIDADE E ESTATÍSTICA;2;1756325-1;35T34 (19/02/2018 - 07/07/2018);2016013738;3.50;REPROVADO
1;DEB0504;INTRODUÇÃO À ENGENHARIA BIOMÉDICA;1;1752038-1;35N12;2015010796;5.00;APROVADO POR NOTA
1;ECT2414;ELETRICIDADE APLICADA;03A;1569480-3;2T56  46N12 (19/02/2018 - 08/04/2018),  46N12 (09/04/2018 - 16/06/2018);2014074770;-;INDEFERIDO
1;DCA0103;ANALISE DE SINAIS E SISTEMAS;2;1149639-0;246T56;2016021195;6.90;APROVADO POR NOTA
1;ECT2301;CÁLCULO III;3;1753781-1;46M12 (19/02/2018 - 07/07/2018);2014027322;-;INDEFERIDO
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20170138282;7.00;APROVADO
1;ECT2416;EXPRESSÃO GRÁFICA;05A;1772123-9;2N1234 (19/02/2018 - 27/05/2018),  2N1234 (28/05/2018 - 07/07/2018);2015012431;6.70;APROVADO POR NOTA
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2T34 (19/02/2018 - 07/07/2018);20170032677;5.20;APROVADO POR NOTA
1;DCO1006;ANTENAS E PROPAGAÇÃO;1;1840342-7;2T56  46N12;2015092693;6.30;APROVADO POR NOTA
1;CIV1203;PEDOLOGIA;1;1662859-6;24M34;2013081091;7.30;APROVADO
1;ECT2103;CÁLCULO I;2;2196137-1;2356M34 (30/04/2018 - 07/07/2018);20170038278;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2202;ÁLGEBRA LINEAR;1;1508148-8;35T56 (19/02/2018 - 07/07/2018);20150126130;2.10;REPROVADO
1;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;1;1717461-1;24M56 (19/02/2018 - 07/07/2018);20170039210;-;DESISTENCIA
1;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;5;1755308-5;3N12 (19/02/2018 - 07/07/2018);20170036738;-;INDEFERIDO
1;DEB0706;BIOSSEGURANÇA E BIOÉTICA;1;1365498-7;36N12;2013050602;6.70;APROVADO POR NOTA
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;05D;2312423-9;7T34  35N12 (19/02/2018 - 16/06/2018);2016018814;1.20;REPROVADO
1;MEC1506;METALOGRAFIA E TRATAMENTOS TÉRMICOS;1;2550377-6;46M56 (19/02/2018 - 07/07/2018);2015089061;5.10;APROVADO POR NOTA
1;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;4;1801831-1;35N34 (19/02/2018 - 07/07/2018);20160142835;5.00;APROVADO POR NOTA
1;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;4;1672409-9;24N34 (19/02/2018 - 07/07/2018);20160143215;-;CANCELADO
1;ECT2103;CÁLCULO I;4;1672787-0;2356N12 (30/04/2018 - 07/07/2018);20170138003;7.10;APROVADO
1;ECT2201;CÁLCULO II;4;1680333-9;46N12 (19/02/2018 - 07/07/2018);20170031230;6.30;APROVADO POR NOTA
1;ECT2307;FÍSICA EXPERIMENTAL I;04A;1718474-8;4T456 (26/02/2018 - 02/06/2018);20170041952;7.20;APROVADO
1;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1894891-1;35T12 (19/02/2018 - 07/07/2018);20170035150;0.30;REPROVADO POR MÉDIA E POR FALTAS
1;MEC1509;METROLOGIA INDUSTRIAL;3;1150023-1;35N1234 (03/05/2018 - 07/07/2018);2013080719;-;CANCELADO
1;DCA0100;MATEMATICA DISCRETA;1;1149639-0;35M56;2015015157;8.40;APROVADO
1;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;6;1648476-4;35T56 (19/02/2018 - 07/07/2018);2016013291;4.30;REPROVADO
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;6;2087054-1;2N12 (19/02/2018 - 07/07/2018);20160107845;4.30;REPROVADO
1;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;6;1319338-6;2N34 (19/02/2018 - 07/07/2018);2016097406;-;CANCELADO
1;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;2;1674419-7;24M56 (19/02/2018 - 07/07/2018);20160109062;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (19/02/2018 - 07/07/2018);20170133179;-;INDEFERIDO
1;MTR0353;FUNDAMENTOS DE METALURGIA;1;1652765-0;24N34;20160147170;6.90;APROVADO POR NOTA
1;ECT2701;INTERNET DAS COISAS;1;1763991-5;5T34 (19/02/2018 - 07/07/2018);20160100218;6.00;APROVADO POR NOTA
1;CIV1104;HIDROLOGIA;1;1759777-5;35T34;2015015317;-;INDEFERIDO
1;ECT2202;ÁLGEBRA LINEAR;5;2565098-1;46N12 (19/02/2018 - 07/07/2018);20170117943;-;INDEFERIDO
1;ECT2413;MECÂNICA DOS FLUIDOS;1;2524058-9;24T12 (19/02/2018 - 07/07/2018);20160107326;8.70;APROVADO
1;ECT2412;MECÂNICA DOS SÓLIDOS;1;2087565-9;35T56 (19/02/2018 - 07/07/2018);20150126257;2.80;REPROVADO
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;3;1673239-3;2M56 (19/02/2018 - 07/07/2018);20170183072;5.80;APROVADO POR NOTA
1;DCO1012;LABORATÓRIO DE COMUNICAÇÕES I;2;6345784-1;3T56;2012927028;8.00;APROVADO
1;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;3;1475328-8;35N12 (19/02/2018 - 07/07/2018);2015012431;7.60;APROVADO
1;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;4;1242299-3;2N12 (19/02/2018 - 07/07/2018);20150127540;3.30;REPROVADO
1;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;2;1354851-6;35T34 (19/02/2018 - 07/07/2018);20170042252;2.50;REPROVADO
1;MEC1705;CAD PARA ENGENHARIA II;1;2343264-2,350690-0;2M3456 (19/02/2018 - 07/07/2018);2015014033;7.60;APROVADO
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;05A;2312423-9;3T34  35N12 (19/02/2018 - 16/06/2018);20170118619;-;DESISTENCIA
1;ADM0541;GESTAO DE PESSOAS I;4;3011099-0;24N12;2014089183;-;INDEFERIDO
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;1;2087054-1;2T34 (19/02/2018 - 07/07/2018);20170097170;-;DESISTENCIA
1;DFS0028;FISIOLOGIA;1;2998660-7;2N12 4N34;2013050602;7.70;APROVADO
1;ECT2201;CÁLCULO II;4;1680333-9;46N12 (19/02/2018 - 07/07/2018);20160159476;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;5;3030343-7;2N12 (19/02/2018 - 07/07/2018);20170138961;6.20;APROVADO POR NOTA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1912054-2;36M56 (19/02/2018 - 07/07/2018);20170132467;-;INDEFERIDO
1;ECT2413;MECÂNICA DOS FLUIDOS;1;2524058-9;24T12 (19/02/2018 - 07/07/2018);20150121555;-;INDEFERIDO
1;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;2;1753896-5,2410576-9;46T56 (19/02/2018 - 07/07/2018);20160108520;0.00;CANCELADO
1;ECT2301;CÁLCULO III;3;1753781-1;46M12 (19/02/2018 - 07/07/2018);2014084991;-;INDEFERIDO
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;2276754-3;36N34 (19/02/2018 - 07/07/2018);20170117040;-;INDEFERIDO
1;ECT2414;ELETRICIDADE APLICADA;03A;1569480-3;2T56  46N12 (19/02/2018 - 08/04/2018),  46N12 (09/04/2018 - 16/06/2018);2013020283;5.30;APROVADO POR NOTA
1;ECT2416;EXPRESSÃO GRÁFICA;03A;1321426-0,2266607-1;35M12 (19/02/2018 - 27/05/2018), 35M12 (28/05/2018 - 07/07/2018);2014084820;9.70;APROVADO
1;MEC1508;DINÂMICA;2;347304-1;24T56 (19/02/2018 - 07/07/2018);20150127639;5.90;APROVADO POR NOTA
1;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;1;1717461-1;24M56 (19/02/2018 - 07/07/2018);2016094923;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2202;ÁLGEBRA LINEAR;5;2565098-1;46N12 (19/02/2018 - 07/07/2018);2016018135;-;INDEFERIDO
1;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;1;1718474-8;35M34 (19/02/2018 - 07/07/2018);2015014570;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2202;ÁLGEBRA LINEAR;3;1508148-8;35T12 (19/02/2018 - 07/07/2018);20170147352;0.30;REPROVADO
1;ECT2203;LÓGICA DE PROGRAMAÇÃO;03A;1434796-4,4687943-1;4M56  24T56 (19/02/2018 - 16/06/2018);20160143251;-;INDEFERIDO
1;MEC1704;MECÂNICA DOS SÓLIDOS III;1;434906-9;35N34 (19/02/2018 - 07/07/2018);2013019792;-;INDEFERIDO
1;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;5;1242299-3;2N34 (19/02/2018 - 07/07/2018);20170115546;-;CANCELADO
1;ECT1530;PRÁTICAS DE LEITURA E ESCRITA DE GÊNEROS ACADÊMICOS;1;1746024-9;24T56 (19/02/2018 - 07/07/2018);20150127540;3.70;REPROVADO
1;ECT2207;PROBABILIDADE E ESTATÍSTICA;3;2340200-0;35N12 (19/02/2018 - 07/07/2018);20170035196;8.70;APROVADO
1;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;4;1801831-1;35N34 (19/02/2018 - 07/07/2018);20180001665;5.20;APROVADO POR NOTA
1;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;03B;2254759-4,3057895-9;24T56 (19/02/2018 - 25/02/2018), 7M34  24T56 (26/02/2018 - 20/04/2018),  24T56 (21/04/2018 - 09/06/2018);2015015513;6.60;APROVADO POR NOTA
1;DCO1001;SINAIS E SISTEMAS LINEARES;1;1668928-5;35N34;2013003513;7.30;APROVADO
1;ECT2202;ÁLGEBRA LINEAR;4;2565098-1;46N34 (19/02/2018 - 07/07/2018);20160131045;2.70;REPROVADO
1;CIV1203;PEDOLOGIA;1;1662859-6;24M34;2013021781;-;INDEFERIDO
1;ECT2307;FÍSICA EXPERIMENTAL I;02A;1330358-1;3T456 (26/02/2018 - 02/06/2018);20170036513;6.50;APROVADO POR NOTA
1;ELE0701;ELETRÔNICA;01A;1199091-2;246T12;2016019713;6.80;APROVADO POR NOTA
1;ECT2103;CÁLCULO I;6;1671983-4;2356N34 (30/04/2018 - 07/07/2018);20170118225;1.70;REPROVADO
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;3;2571630-3;36M34 (19/02/2018 - 07/07/2018);20160142227;-;INDEFERIDO
1;ELE0581;SINAIS E SISTEMAS LINEARES;1;1577068-2;2M56 4M1256;2016013738;-;DESISTENCIA
1;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;3;2913810-0;35T56 (19/02/2018 - 07/07/2018);20150127272;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2202;ÁLGEBRA LINEAR;5;2565098-1;46N12 (19/02/2018 - 07/07/2018);20160143841;7.80;APROVADO
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2T34 (19/02/2018 - 07/07/2018);20170137688;-;DESISTENCIA
1;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;01A;2254759-4,3057895-9;24T34 (19/02/2018 - 25/02/2018), 2M34  24T34 (26/02/2018 - 20/04/2018),  24T34 (21/04/2018 - 09/06/2018);2015091570;-;CANCELADO
1;MEC1507;SISTEMAS TÉRMICOS I;1;2014591-0;24T56 (19/02/2018 - 07/07/2018);2014096212;5.80;APROVADO POR NOTA
1;ECT2104;QUÍMICA GERAL;06E;1255011-8,2275848-0;7M34  25N12 (19/02/2018 - 07/07/2018);20160002549;6.70;APROVADO POR NOTA
1;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;6;1648476-4;35T56 (19/02/2018 - 07/07/2018);20170138228;6.10;APROVADO POR NOTA
1;MEC1208;INTRODUCAO À ENGENHARIA AERONÁUTICA;1;1338331-2;24N12 (19/02/2018 - 07/07/2018);2012979150;5.30;APROVADO POR NOTA
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;3;1673239-3;2M56 (19/02/2018 - 07/07/2018);20170147290;5.90;APROVADO POR NOTA
1;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;5;1672409-9;24N12 (19/02/2018 - 07/07/2018);20170035570;6.50;APROVADO POR NOTA
1;ECT2103;CÁLCULO I;7;1091102-4;2356M56 (30/04/2018 - 07/07/2018);20170114960;5.40;APROVADO POR NOTA
1;MEC1604;MECÂNICA DOS SÓLIDOS II;1;1338331-2;24T56 (19/02/2018 - 07/07/2018);2014076990;0.20;REPROVADO POR MÉDIA E POR FALTAS
1;MEC1509;METROLOGIA INDUSTRIAL;2;1150023-1;35M1234 (03/05/2018 - 07/07/2018);2016014717;5.70;APROVADO POR NOTA
1;ECT2201;CÁLCULO II;4;1680333-9;46N12 (19/02/2018 - 07/07/2018);20160143609;0.00;REPROVADO
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2T34 (19/02/2018 - 07/07/2018);20170042510;5.90;APROVADO POR NOTA
1;ECT2526;DESENVOLVIMENTO DE SISTEMAS PARA INTERNET;1;2459504-9;6M3456 (19/02/2018 - 07/07/2018);2015017438;10.00;APROVADO
1;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;2;1674419-7;24M56 (19/02/2018 - 07/07/2018);2016017030;6.40;APROVADO POR NOTA
1;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;2;1674419-7;24M56 (19/02/2018 - 07/07/2018);20170039972;5.80;APROVADO POR NOTA
1;ECT2403;FÍSICA EXPERIMENTAL II;08A;1801831-1;7M123 (26/02/2018 - 02/06/2018);2014079599;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;2;1753896-5,2410576-9;46T56 (19/02/2018 - 07/07/2018);20170036451;-;CANCELADO
1;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;1;2087054-1;2T34 (19/02/2018 - 07/07/2018);20170040697;-;CANCELADO
1;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1894891-1;35T12 (19/02/2018 - 07/07/2018);20170147334;0.00;REPROVADO
1;MEC1610;ELEMENTOS DE AUTOMAÇÃO INDUSTRIAL;1;3030693-2;36N34 (19/02/2018 - 07/07/2018);2016016177;8.40;APROVADO
1;ECT2413;MECÂNICA DOS FLUIDOS;2;2391566-0;24T34 (19/02/2018 - 07/07/2018);2013081494;0.80;CANCELADO
1;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;4;1319338-6;2N12 (19/02/2018 - 07/07/2018);2015012173;7.80;APROVADO
1;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;2;1475328-8;35M56 (19/02/2018 - 07/07/2018);2015007950;5.00;APROVADO POR NOTA
1;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;2;1475328-8;35M56 (19/02/2018 - 07/07/2018);20170031295;8.00;APROVADO
1;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;4;1242299-3;2N12 (19/02/2018 - 07/07/2018);20170035614;6.90;APROVADO POR NOTA
1;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;1;1753123-5;46T56 (19/02/2018 - 07/07/2018);20170183232;0.20;REPROVADO
1;ECT2412;MECÂNICA DOS SÓLIDOS;1;2087565-9;35T56 (19/02/2018 - 07/07/2018);2014097695;-;INDEFERIDO
1;ECT2416;EXPRESSÃO GRÁFICA;01B;1772123-9,1321426-0;35M56 (19/02/2018 - 27/05/2018),  35T56 (28/05/2018 - 07/07/2018);20170035730;8.10;APROVADO
1;ECT2201;CÁLCULO II;4;1680333-9;46N12 (19/02/2018 - 07/07/2018);20160100218;-;DESISTENCIA
1;MEC1505;CAD PARA ENGENHARIA I;3;3357809-7;35M1234 (19/02/2018 - 26/04/2018);2014096830;6.20;APROVADO POR NOTA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;1879244-0;36N12 (19/02/2018 - 07/07/2018);20160108520;-;INDEFERIDO
1;ECT2104;QUÍMICA GERAL;03B;3432383-1;25M34  5T34 (19/02/2018 - 07/07/2018);2016013578;-;INDEFERIDO
