Período;Código;Nome;Turma;Siape;Horário;Matrícula;Nota;Situação
2;ECT2104;QUÍMICA GERAL;03A;2275848-0,1523912-0,3143826-3,1481705-7;5M12  36T12 (22/07/2019 - 07/12/2019);20190083664;2.20;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;3;1746024-9;4T12 (22/07/2019 - 07/12/2019);20190083664;7.80;APROVADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;3;3058487-8;4T34 (22/07/2019 - 07/12/2019);20190083664;7.30;APROVADO
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190114241;1.60;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190114241;0.60;REPROVADO
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190114241;0.00;REPROVADO
2;ECT2104;QUÍMICA GERAL;06B;3432383-1,1523912-0,1481705-7,3143826-3;6T56  36N34 (22/07/2019 - 07/12/2019);20190114241;1.70;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190114241;5.30;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190114241;3.10;REPROVADO
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190085284;0.00;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190085284;0.20;REPROVADO
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190085284;2.30;REPROVADO
2;ECT2104;QUÍMICA GERAL;06B;3432383-1,1481705-7,3143826-3,1523912-0;6T56  36N34 (22/07/2019 - 07/12/2019);20190085284;1.10;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190085284;3.40;REPROVADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190085284;5.70;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190085060;2.20;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190085060;2.40;REPROVADO
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190085060;3.20;REPROVADO
2;ECT2104;QUÍMICA GERAL;06B;1523912-0,3143826-3,1481705-7,3432383-1;6T56  36N34 (22/07/2019 - 07/12/2019);20190085060;3.10;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190085060;5.70;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190085060;6.50;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190084948;3.90;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190084948;7.40;APROVADO
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190084948;5.10;APROVADO POR NOTA
2;ECT2104;QUÍMICA GERAL;06B;1481705-7,3143826-3,3432383-1,1523912-0;6T56  36N34 (22/07/2019 - 07/12/2019);20190084948;4.20;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190084948;5.80;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190084948;5.30;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190084723;1.10;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190084723;1.10;REPROVADO
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190084723;0.00;REPROVADO
2;ECT2104;QUÍMICA GERAL;06B;3432383-1,1481705-7,3143826-3,1523912-0;6T56  36N34 (22/07/2019 - 07/12/2019);20190084723;3.50;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190084723;3.90;REPROVADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190084723;5.10;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190084643;1.40;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190084643;0.70;REPROVADO
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190084643;0.30;REPROVADO
2;ECT2104;QUÍMICA GERAL;06B;1523912-0,3143826-3,1481705-7,3432383-1;6T56  36N34 (22/07/2019 - 07/12/2019);20190084643;1.70;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190084643;6.50;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190084643;5.70;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190084385;4.20;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190084385;6.20;APROVADO POR NOTA
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190084385;8.00;APROVADO
2;ECT2104;QUÍMICA GERAL;06B;3432383-1,1523912-0,1481705-7,3143826-3;6T56  36N34 (22/07/2019 - 07/12/2019);20190084385;2.00;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190084385;7.10;APROVADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190084385;7.60;APROVADO
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190112022;0.90;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190112022;2.20;REPROVADO
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190112022;5.10;APROVADO POR NOTA
2;ECT2104;QUÍMICA GERAL;06B;1523912-0,3432383-1,1481705-7,3143826-3;6T56  36N34 (22/07/2019 - 07/12/2019);20190112022;1.90;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190112022;7.30;APROVADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190112022;8.30;APROVADO
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190084106;1.60;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190084106;6.80;APROVADO POR NOTA
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190084106;5.60;APROVADO POR NOTA
2;ECT2104;QUÍMICA GERAL;06B;1523912-0,3143826-3,1481705-7,3432383-1;6T56  36N34 (22/07/2019 - 07/12/2019);20190084106;3.00;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190084106;6.80;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190084106;5.60;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190023951;0.20;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190023951;6.50;APROVADO POR NOTA
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190023951;0.20;REPROVADO
2;ECT2104;QUÍMICA GERAL;06B;3432383-1,3143826-3,1523912-0,1481705-7;6T56  36N34 (22/07/2019 - 07/12/2019);20190023951;2.00;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190023951;6.30;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190023951;6.50;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190083860;5.70;APROVADO POR NOTA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190083860;7.80;APROVADO
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190083860;6.10;APROVADO POR NOTA
2;ECT2104;QUÍMICA GERAL;06B;3432383-1,1523912-0,3143826-3,1481705-7;6T56  36N34 (22/07/2019 - 07/12/2019);20190083860;2.20;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190083860;6.40;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190083860;6.20;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190083646;3.70;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190083646;6.00;APROVADO POR NOTA
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190083646;5.50;APROVADO POR NOTA
2;ECT2104;QUÍMICA GERAL;06B;3432383-1,1523912-0,3143826-3,1481705-7;6T56  36N34 (22/07/2019 - 07/12/2019);20190083646;4.30;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190083646;5.40;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190083646;6.20;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190083548;3.40;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190083548;7.80;APROVADO
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190083548;5.00;APROVADO POR NOTA
2;ECT2104;QUÍMICA GERAL;06B;3143826-3,1481705-7,1523912-0,3432383-1;6T56  36N34 (22/07/2019 - 07/12/2019);20190083548;2.10;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190083548;6.30;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190083548;7.60;APROVADO
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190082685;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190082685;0.00;REPROVADO
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190082685;0.00;REPROVADO
2;ECT2104;QUÍMICA GERAL;06B;3432383-1,1481705-7,3143826-3,1523912-0;6T56  36N34 (22/07/2019 - 07/12/2019);20190082685;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190082685;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190082685;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190082587;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190082587;-;DESISTENCIA
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190082587;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;06B;1481705-7,3143826-3,1523912-0,3432383-1;6T56  36N34 (22/07/2019 - 07/12/2019);20190082587;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190082587;-;DESISTENCIA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190082587;0.90;CANCELADO
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190082380;-;CANCELADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190082380;-;CANCELADO
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190082380;-;CANCELADO
2;ECT2104;QUÍMICA GERAL;06B;1523912-0,3432383-1,1481705-7,3143826-3;6T56  36N34 (22/07/2019 - 07/12/2019);20190082380;-;CANCELADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190082380;-;CANCELADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190082380;-;CANCELADO
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190081928;5.70;APROVADO POR NOTA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190081928;5.40;APROVADO POR NOTA
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190081928;6.00;APROVADO POR NOTA
2;ECT2104;QUÍMICA GERAL;06B;1523912-0,1481705-7,3432383-1,3143826-3;6T56  36N34 (22/07/2019 - 07/12/2019);20190081928;2.30;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190081928;5.00;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190081928;1.90;REPROVADO
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190081866;3.80;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190081866;2.00;REPROVADO
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190081866;0.30;REPROVADO
2;ECT2104;QUÍMICA GERAL;06B;1481705-7,3143826-3,1523912-0,3432383-1;6T56  36N34 (22/07/2019 - 07/12/2019);20190081866;1.40;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190081866;4.10;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190081866;1.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190081740;6.10;APROVADO POR NOTA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190081740;5.40;APROVADO POR NOTA
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190081740;6.50;APROVADO POR NOTA
2;ECT2104;QUÍMICA GERAL;06B;1481705-7,3143826-3,1523912-0,3432383-1;6T56  36N34 (22/07/2019 - 07/12/2019);20190081740;3.80;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190081740;6.50;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190081740;7.70;APROVADO
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190080985;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190080985;0.00;REPROVADO
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190080985;0.00;REPROVADO
2;ECT2104;QUÍMICA GERAL;06B;3143826-3,3432383-1,1481705-7,1523912-0;6T56  36N34 (22/07/2019 - 07/12/2019);20190080985;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190080985;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190080985;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190080690;1.60;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190080690;7.50;APROVADO
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190080690;6.90;APROVADO POR NOTA
2;ECT2104;QUÍMICA GERAL;06B;1523912-0,1481705-7,3432383-1,3143826-3;6T56  36N34 (22/07/2019 - 07/12/2019);20190080690;5.60;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190080690;6.60;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190080690;6.10;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190109466;0.80;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190109466;-;TRANCADO
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190109466;-;TRANCADO
2;ECT2104;QUÍMICA GERAL;06B;3143826-3,3432383-1,1481705-7,1523912-0;6T56  36N34 (22/07/2019 - 07/12/2019);20190109466;-;TRANCADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190109466;5.00;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190109466;6.20;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190079939;0.80;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190079939;1.40;REPROVADO
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190079939;0.00;REPROVADO
2;ECT2104;QUÍMICA GERAL;06B;1523912-0,3432383-1,1481705-7,3143826-3;6T56  36N34 (22/07/2019 - 07/12/2019);20190079939;1.60;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190079939;6.40;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190079939;0.80;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190079492;-;CANCELADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190079492;-;CANCELADO
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190079492;-;CANCELADO
2;ECT2104;QUÍMICA GERAL;06B;3143826-3,1523912-0,1481705-7,3432383-1;6T56  36N34 (22/07/2019 - 07/12/2019);20190079492;-;CANCELADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190079492;-;CANCELADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190079492;-;CANCELADO
2;ECT2101;PRÉ-CÁLCULO;6;1879244-0;2356N12 (22/07/2019 - 21/09/2019);20190079311;0.10;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190079311;0.10;REPROVADO
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190079311;0.30;REPROVADO
2;ECT2104;QUÍMICA GERAL;06B;1481705-7,3432383-1,1523912-0,3143826-3;6T56  36N34 (22/07/2019 - 07/12/2019);20190079311;0.40;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190079311;5.30;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190079311;6.10;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;1;2646069-8;2356T12 (22/07/2019 - 21/09/2019);20190072099;3.70;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2571630-3;25T34 (22/07/2019 - 07/12/2019);20190072099;0.00;REPROVADO
2;ECT2103;CÁLCULO I;1;2196137-1;2356T12 (23/09/2019 - 07/12/2019);20190072099;0.00;REPROVADO
2;ECT2104;QUÍMICA GERAL;01B;3432383-1,1481705-7;2M34  36T34 (22/07/2019 - 07/12/2019);20190072099;5.40;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (22/07/2019 - 07/12/2019);20190072099;6.10;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1753033-6;4T12 (22/07/2019 - 07/12/2019);20190072099;6.80;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;1;2646069-8;2356T12 (22/07/2019 - 21/09/2019);20190135368;-;CANCELADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2571630-3;25T34 (22/07/2019 - 07/12/2019);20190135368;-;CANCELADO
2;ECT2103;CÁLCULO I;1;2196137-1;2356T12 (23/09/2019 - 07/12/2019);20190135368;-;CANCELADO
2;ECT2104;QUÍMICA GERAL;01B;3432383-1,1481705-7;2M34  36T34 (22/07/2019 - 07/12/2019);20190135368;-;CANCELADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (22/07/2019 - 07/12/2019);20190135368;-;CANCELADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1753033-6;4T12 (22/07/2019 - 07/12/2019);20190135368;-;CANCELADO
2;ECT2101;PRÉ-CÁLCULO;1;2646069-8;2356T12 (22/07/2019 - 21/09/2019);20190072034;5.70;APROVADO POR NOTA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2571630-3;25T34 (22/07/2019 - 07/12/2019);20190072034;2.00;REPROVADO
2;ECT2103;CÁLCULO I;1;2196137-1;2356T12 (23/09/2019 - 07/12/2019);20190072034;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2104;QUÍMICA GERAL;01B;3432383-1,1481705-7;2M34  36T34 (22/07/2019 - 07/12/2019);20190072034;6.70;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (22/07/2019 - 07/12/2019);20190072034;7.80;APROVADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1753033-6;4T12 (22/07/2019 - 07/12/2019);20190072034;7.00;APROVADO
2;ECT2101;PRÉ-CÁLCULO;1;2646069-8;2356T12 (22/07/2019 - 21/09/2019);20190072016;1.00;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2571630-3;25T34 (22/07/2019 - 07/12/2019);20190072016;-;TRANCADO
2;ECT2103;CÁLCULO I;1;2196137-1;2356T12 (23/09/2019 - 07/12/2019);20190072016;0.70;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2104;QUÍMICA GERAL;01B;1481705-7,3432383-1;2M34  36T34 (22/07/2019 - 07/12/2019);20190072016;6.10;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (22/07/2019 - 07/12/2019);20190072016;6.10;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1753033-6;4T12 (22/07/2019 - 07/12/2019);20190072016;7.20;APROVADO
2;ECT2101;PRÉ-CÁLCULO;1;2646069-8;2356T12 (22/07/2019 - 21/09/2019);20190142890;1.30;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2571630-3;25T34 (22/07/2019 - 07/12/2019);20190142890;0.00;REPROVADO POR MÉDIA E POR FALTAS
