,idTurma,ano,descricaoTurma,matricula,idAluno
717,5b7b03c9b50b336749898175,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03D,2016014477,
718,5b8037188d6212588658e570,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,20170115840,5b8439759513a60408ac3c8d
719,5b8037188d6212588658e570,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,20180036811,5b7b016b9513a60408ac2c1b
720,5b8037188d6212588658e570,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,20180035073,5b7b00c99513a60408ac2c0d
721,5b8037188d6212588658e570,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,20180033275,5b7b00fe9513a60408ac2c12
722,5b8037188d6212588658e570,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,20180040458,5b7afdf39513a60408ac2c02
723,5b8037188d6212588658e570,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,20180038271,5b7b011e9513a60408ac2c17
724,5b8037188d6212588658e570,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,20180031412,5b7b00f49513a60408ac2c11
725,5ca4ca24b50b333d9c9163fb,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01D,20180031412,5b7b00f49513a60408ac2c11
726,5b8037188d6212588658e570,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,20180037971,5b7b01919513a60408ac2c1d
727,5b8037188d6212588658e570,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,20180032376,5b7b00ee9513a60408ac2c0f
728,5b8037188d6212588658e570,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,20180106148,5b7b00ff9513a60408ac2c13
