,matricula,media,min,max,QuantDisciCursadas,quantAprovado,quantReprovado,carga_total,ano,AnoIngresso,AnosMatriculado,codigo,situacao
38731,20170138255,2.84,0.2,5.9,5,1.0,4.0,270,2018.2,2017.0,1,ECT2306,APROVADO
38734,20170138255,2.84,0.2,5.9,5,1.0,4.0,270,2018.2,2017.0,1,ECT2203,REPROVADO
38736,20170138264,4.82,1.8,7.9,5,2.0,3.0,255,2018.2,2017.0,1,ECT2205,APROVADO
38739,20170138273,4.5,0.0,6.5,5,3.0,2.0,315,2018.2,2017.0,1,ECT2205,APROVADO
38740,20170138273,4.5,0.0,6.5,5,3.0,2.0,315,2018.2,2017.0,1,ECT2207,REPROVADO
38741,20170138273,4.5,0.0,6.5,5,3.0,2.0,315,2018.2,2017.0,1,ECT2206,APROVADO
38742,20170138273,4.5,0.0,6.5,5,3.0,2.0,315,2018.2,2017.0,1,ECT2204,REPROVADO
38743,20170138273,4.5,0.0,6.5,5,3.0,2.0,315,2018.2,2017.0,1,ECT2203,REPROVADO
38746,20170138282,4.0,0.7,7.8,5,2.0,3.0,300,2018.2,2017.0,1,ECT2203,APROVADO
38747,20170138282,4.0,0.7,7.8,5,2.0,3.0,300,2018.2,2017.0,1,ECT2205,APROVADO
38749,20170138282,4.0,0.7,7.8,5,2.0,3.0,300,2018.2,2017.0,1,ECT2204,REPROVADO
38750,20170138282,4.0,0.7,7.8,5,2.0,3.0,300,2018.2,2017.0,1,ECT2206,APROVADO
38751,20170138282,4.0,0.7,7.8,5,2.0,3.0,300,2018.2,2017.0,1,ECT2207,REPROVADO
38752,20170138291,6.75,5.7,9.0,4,4.0,0.0,255,2018.2,2017.0,1,ECT2201,REPROVADO
38753,20170138291,6.75,5.7,9.0,4,4.0,0.0,255,2018.2,2017.0,1,ECT2205,APROVADO
38754,20170138291,6.75,5.7,9.0,4,4.0,0.0,255,2018.2,2017.0,1,ECT2204,REPROVADO
38755,20170138291,6.75,5.7,9.0,4,4.0,0.0,255,2018.2,2017.0,1,ECT2206,APROVADO
38756,20170138291,6.75,5.7,9.0,4,4.0,0.0,255,2018.2,2017.0,1,ECT2203,REPROVADO
38757,20170138291,6.75,5.7,9.0,4,4.0,0.0,255,2018.2,2017.0,1,ECT2202,REPROVADO
38758,20170138291,6.75,5.7,9.0,4,4.0,0.0,255,2018.2,2017.0,1,ECT2207,APROVADO
38760,20170138308,3.4,0.0,5.9,5,3.0,2.0,330,2018.2,2017.0,1,ECT2203,REPROVADO
38761,20170138308,3.4,0.0,5.9,5,3.0,2.0,330,2018.2,2017.0,1,ECT2305,APROVADO
38762,20170138308,3.4,0.0,5.9,5,3.0,2.0,330,2018.2,2017.0,1,ECT2205,APROVADO
38764,20170138317,5.166666666666667,2.2,6.8,3,2.0,1.0,120,2018.2,2017.0,1,ECT2205,REPROVADO
38765,20170138317,5.166666666666667,2.2,6.8,3,2.0,1.0,120,2018.2,2017.0,1,ECT2305,APROVADO
38766,20170138317,5.166666666666667,2.2,6.8,3,2.0,1.0,120,2018.2,2017.0,1,ECT2204,REPROVADO
38767,20170138317,5.166666666666667,2.2,6.8,3,2.0,1.0,120,2018.2,2017.0,1,ECT2203,APROVADO
38768,20170138317,5.166666666666667,2.2,6.8,3,2.0,1.0,120,2018.2,2017.0,1,ECT2207,REPROVADO
38770,20170138317,5.166666666666667,2.2,6.8,3,2.0,1.0,120,2018.2,2017.0,1,ECT2206,APROVADO
38772,20170138326,6.1499999999999995,5.0,6.6,6,6.0,0.0,330,2018.2,2017.0,1,ECT2206,APROVADO
38773,20170138326,6.1499999999999995,5.0,6.6,6,6.0,0.0,330,2018.2,2017.0,1,ECT2205,APROVADO
38775,20170138326,6.1499999999999995,5.0,6.6,6,6.0,0.0,330,2018.2,2017.0,1,ECT2203,APROVADO
38776,20170138326,6.1499999999999995,5.0,6.6,6,6.0,0.0,330,2018.2,2017.0,1,ECT2202,REPROVADO
38777,20170138344,8.683333333333334,7.4,9.8,6,6.0,0.0,330,2018.2,2017.0,1,ECT2205,APROVADO
38778,20170138344,8.683333333333334,7.4,9.8,6,6.0,0.0,330,2018.2,2017.0,1,ECT2207,APROVADO
38779,20170138344,8.683333333333334,7.4,9.8,6,6.0,0.0,330,2018.2,2017.0,1,ECT2206,APROVADO
38780,20170138344,8.683333333333334,7.4,9.8,6,6.0,0.0,330,2018.2,2017.0,1,ECT2204,APROVADO
38781,20170138344,8.683333333333334,7.4,9.8,6,6.0,0.0,330,2018.2,2017.0,1,ECT2203,APROVADO
38782,20170138344,8.683333333333334,7.4,9.8,6,6.0,0.0,330,2018.2,2017.0,1,ECT2201,APROVADO
38783,20170138344,8.683333333333334,7.4,9.8,6,6.0,0.0,330,2018.2,2017.0,1,ECT2202,APROVADO
38784,20170138353,1.4,0.0,5.6,4,1.0,3.0,255,2018.2,2017.0,1,ECT2302,APROVADO
38785,20170138353,1.4,0.0,5.6,4,1.0,3.0,255,2018.2,2017.0,1,ECT2306,APROVADO
38786,20170138353,1.4,0.0,5.6,4,1.0,3.0,255,2018.2,2017.0,1,ECT2206,REPROVADO
38787,20170138371,5.449999999999999,2.6,6.8,6,4.0,2.0,345,2018.2,2017.0,1,ECT2206,APROVADO
38788,20170138371,5.449999999999999,2.6,6.8,6,4.0,2.0,345,2018.2,2017.0,1,ECT2205,APROVADO
38790,20170138371,5.449999999999999,2.6,6.8,6,4.0,2.0,345,2018.2,2017.0,1,ECT2302,APROVADO
38791,20170138371,5.449999999999999,2.6,6.8,6,4.0,2.0,345,2018.2,2017.0,1,ECT2202,REPROVADO
38792,20170138380,5.666666666666667,0.9,9.3,6,5.0,1.0,300,2018.2,2017.0,1,ECT2206,APROVADO
38794,20170138380,5.666666666666667,0.9,9.3,6,5.0,1.0,300,2018.2,2017.0,1,ECT2205,REPROVADO
38795,20170138406,7.300000000000002,5.7,9.3,5,5.0,0.0,270,2018.2,2017.0,1,ECT2202,REPROVADO
38796,20170138406,7.300000000000002,5.7,9.3,5,5.0,0.0,270,2018.2,2017.0,1,ECT2203,APROVADO
38797,20170138406,7.300000000000002,5.7,9.3,5,5.0,0.0,270,2018.2,2017.0,1,ECT2205,APROVADO
38798,20170138406,7.300000000000002,5.7,9.3,5,5.0,0.0,270,2018.2,2017.0,1,ECT2204,APROVADO
38799,20170138406,7.300000000000002,5.7,9.3,5,5.0,0.0,270,2018.2,2017.0,1,ECT2206,APROVADO
38800,20170138406,7.300000000000002,5.7,9.3,5,5.0,0.0,270,2018.2,2017.0,1,ECT2207,APROVADO
38801,20170138406,7.300000000000002,5.7,9.3,5,5.0,0.0,270,2018.2,2017.0,1,ECT2201,APROVADO
38802,20170138415,6.6499999999999995,5.5,8.7,6,6.0,0.0,330,2018.2,2017.0,1,ECT2201,REPROVADO
38803,20170138415,6.6499999999999995,5.5,8.7,6,6.0,0.0,330,2018.2,2017.0,1,ECT2207,REPROVADO
38804,20170138415,6.6499999999999995,5.5,8.7,6,6.0,0.0,330,2018.2,2017.0,1,ECT2206,APROVADO
38805,20170138415,6.6499999999999995,5.5,8.7,6,6.0,0.0,330,2018.2,2017.0,1,ECT2202,APROVADO
38806,20170138415,6.6499999999999995,5.5,8.7,6,6.0,0.0,330,2018.2,2017.0,1,ECT2203,APROVADO
38807,20170138415,6.6499999999999995,5.5,8.7,6,6.0,0.0,330,2018.2,2017.0,1,ECT2205,REPROVADO
38808,20170138415,6.6499999999999995,5.5,8.7,6,6.0,0.0,330,2018.2,2017.0,1,ECT2204,APROVADO
38811,20170138424,5.300000000000001,0.5,7.7,4,3.0,1.0,225,2018.2,2017.0,1,ECT2205,APROVADO
38813,20170138424,5.300000000000001,0.5,7.7,4,3.0,1.0,225,2018.2,2017.0,1,ECT2302,APROVADO
38814,20170138424,5.300000000000001,0.5,7.7,4,3.0,1.0,225,2018.2,2017.0,1,ECT2206,APROVADO
38815,20170138442,2.58,1.0,5.0,5,1.0,4.0,345,2018.2,2017.0,1,ECT2205,APROVADO
38816,20170138442,2.58,1.0,5.0,5,1.0,4.0,345,2018.2,2017.0,1,ECT2206,APROVADO
38817,20170138442,2.58,1.0,5.0,5,1.0,4.0,345,2018.2,2017.0,1,ECT2203,REPROVADO
38819,20170138451,4.94,0.1,7.1,5,4.0,1.0,255,2018.2,2017.0,1,ECT2206,APROVADO
38821,20170138451,4.94,0.1,7.1,5,4.0,1.0,255,2018.2,2017.0,1,ECT2205,REPROVADO
38824,20170138470,5.75,4.3,7.4,4,3.0,1.0,180,2018.2,2017.0,1,ECT2206,APROVADO
38825,20170138470,5.75,4.3,7.4,4,3.0,1.0,180,2018.2,2017.0,1,ECT2205,APROVADO
38826,20170138470,5.75,4.3,7.4,4,3.0,1.0,180,2018.2,2017.0,1,ECT2201,REPROVADO
38827,20170138470,5.75,4.3,7.4,4,3.0,1.0,180,2018.2,2017.0,1,ECT2307,APROVADO
38828,20170138489,3.95,1.3,7.5,4,2.0,2.0,240,2018.2,2017.0,1,ECT2302,APROVADO
38829,20170138489,3.95,1.3,7.5,4,2.0,2.0,240,2018.2,2017.0,1,ECT2205,APROVADO
38830,20170138489,3.95,1.3,7.5,4,2.0,2.0,240,2018.2,2017.0,1,ECT2206,REPROVADO
38832,20170138498,2.56,0.0,7.4,5,1.0,4.0,300,2018.2,2017.0,1,ECT2203,APROVADO
38833,20170138498,2.56,0.0,7.4,5,1.0,4.0,300,2018.2,2017.0,1,ECT2205,REPROVADO
38836,20170138498,2.56,0.0,7.4,5,1.0,4.0,300,2018.2,2017.0,1,ECT2302,APROVADO
38837,20170138504,4.475,0.0,7.7,4,3.0,1.0,180,2018.2,2017.0,1,ECT2207,REPROVADO
38838,20170138504,4.475,0.0,7.7,4,3.0,1.0,180,2018.2,2017.0,1,ECT2204,APROVADO
38839,20170138504,4.475,0.0,7.7,4,3.0,1.0,180,2018.2,2017.0,1,ECT2203,APROVADO
38840,20170138504,4.475,0.0,7.7,4,3.0,1.0,180,2018.2,2017.0,1,ECT2205,APROVADO
38842,20170138522,3.075,0.0,5.2,4,2.0,2.0,210,2018.2,2017.0,1,ECT2206,REPROVADO
38843,20170138522,3.075,0.0,5.2,4,2.0,2.0,210,2018.2,2017.0,1,ECT2204,REPROVADO
38845,20170138522,3.075,0.0,5.2,4,2.0,2.0,210,2018.2,2017.0,1,ECT2205,REPROVADO
38850,20170138531,6.924999999999999,5.3,8.7,4,4.0,0.0,255,2018.2,2017.0,1,ECT2205,REPROVADO
38852,20170138531,6.924999999999999,5.3,8.7,4,4.0,0.0,255,2018.2,2017.0,1,ECT2206,REPROVADO
38853,20170138550,3.3600000000000008,0.6,8.3,5,1.0,4.0,255,2018.2,2017.0,1,ECT2203,REPROVADO
38854,20170138550,3.3600000000000008,0.6,8.3,5,1.0,4.0,255,2018.2,2017.0,1,ECT2206,APROVADO
38855,20170138550,3.3600000000000008,0.6,8.3,5,1.0,4.0,255,2018.2,2017.0,1,ECT2205,REPROVADO
38858,20170138611,3.6333333333333333,0.3,6.7,6,2.0,4.0,330,2018.2,2017.0,1,ECT2202,REPROVADO
38859,20170138611,3.6333333333333333,0.3,6.7,6,2.0,4.0,330,2018.2,2017.0,1,ECT2204,REPROVADO
38860,20170138611,3.6333333333333333,0.3,6.7,6,2.0,4.0,330,2018.2,2017.0,1,ECT2205,APROVADO
38861,20170138611,3.6333333333333333,0.3,6.7,6,2.0,4.0,330,2018.2,2017.0,1,ECT2203,APROVADO
38862,20170138611,3.6333333333333333,0.3,6.7,6,2.0,4.0,330,2018.2,2017.0,1,ECT2206,APROVADO
38863,20170138611,3.6333333333333333,0.3,6.7,6,2.0,4.0,330,2018.2,2017.0,1,ECT2201,REPROVADO
38865,20170138630,4.0200000000000005,0.2,5.7,5,3.0,2.0,285,2018.2,2017.0,1,ECT2205,APROVADO
38866,20170138630,4.0200000000000005,0.2,5.7,5,3.0,2.0,285,2018.2,2017.0,1,ECT2206,APROVADO
38867,20170138630,4.0200000000000005,0.2,5.7,5,3.0,2.0,285,2018.2,2017.0,1,ECT2204,REPROVADO
38868,20170138630,4.0200000000000005,0.2,5.7,5,3.0,2.0,285,2018.2,2017.0,1,ECT2203,REPROVADO
38869,20170138630,4.0200000000000005,0.2,5.7,5,3.0,2.0,285,2018.2,2017.0,1,ECT2201,REPROVADO
38871,20170138700,3.9000000000000004,0.2,5.9,6,4.0,2.0,375,2018.2,2017.0,1,ECT2305,APROVADO
38879,20170138710,6.75,6.0,7.9,4,4.0,0.0,210,2018.2,2017.0,1,ECT2205,APROVADO
38880,20170138756,6.9,5.7,8.6,4,4.0,0.0,240,2018.2,2017.0,1,ECT2206,APROVADO
38881,20170138756,6.9,5.7,8.6,4,4.0,0.0,240,2018.2,2017.0,1,ECT2204,REPROVADO
38882,20170138756,6.9,5.7,8.6,4,4.0,0.0,240,2018.2,2017.0,1,ECT2205,APROVADO
38883,20170138756,6.9,5.7,8.6,4,4.0,0.0,240,2018.2,2017.0,1,ECT2302,APROVADO
38884,20170138756,6.9,5.7,8.6,4,4.0,0.0,240,2018.2,2017.0,1,ECT2203,APROVADO
38886,20170138774,3.975,0.9,6.8,4,2.0,2.0,240,2018.2,2017.0,1,ECT2203,APROVADO
38887,20170138774,3.975,0.9,6.8,4,2.0,2.0,240,2018.2,2017.0,1,ECT2204,REPROVADO
38888,20170138774,3.975,0.9,6.8,4,2.0,2.0,240,2018.2,2017.0,1,ECT2205,REPROVADO
38889,20170138774,3.975,0.9,6.8,4,2.0,2.0,240,2018.2,2017.0,1,ECT2302,APROVADO
38892,20170138783,2.016666666666667,0.3,5.3,6,2.0,4.0,315,2018.2,2017.0,1,ECT2302,APROVADO
38894,20170138783,2.016666666666667,0.3,5.3,6,2.0,4.0,315,2018.2,2017.0,1,ECT2204,REPROVADO
38896,20170138792,0.0,0.0,0.0,2,0.0,2.0,135,2018.2,2017.0,1,ECT2206,REPROVADO
38897,20170138792,0.0,0.0,0.0,2,0.0,2.0,135,2018.2,2017.0,1,ECT2205,APROVADO
38898,20170138792,0.0,0.0,0.0,2,0.0,2.0,135,2018.2,2017.0,1,ECT2204,REPROVADO
38899,20170138792,0.0,0.0,0.0,2,0.0,2.0,135,2018.2,2017.0,1,ECT2302,APROVADO
38903,20170138845,5.333333333333333,2.9,8.1,3,2.0,1.0,180,2018.2,2017.0,1,ECT2205,APROVADO
38905,20170138845,5.333333333333333,2.9,8.1,3,2.0,1.0,180,2018.2,2017.0,1,ECT2306,APROVADO
38908,20170138881,3.3000000000000003,0.8,5.9,3,1.0,2.0,150,2018.2,2017.0,1,ECT2203,APROVADO
38909,20170138881,3.3000000000000003,0.8,5.9,3,1.0,2.0,150,2018.2,2017.0,1,ECT2302,APROVADO
38910,20170138907,4.8,1.2,7.0,6,4.0,2.0,360,2018.2,2017.0,1,ECT2202,APROVADO
38911,20170138907,4.8,1.2,7.0,6,4.0,2.0,360,2018.2,2017.0,1,ECT2302,APROVADO
38912,20170138907,4.8,1.2,7.0,6,4.0,2.0,360,2018.2,2017.0,1,ECT2205,APROVADO
38913,20170138907,4.8,1.2,7.0,6,4.0,2.0,360,2018.2,2017.0,1,ECT2203,APROVADO
38914,20170138907,4.8,1.2,7.0,6,4.0,2.0,360,2018.2,2017.0,1,ECT2204,REPROVADO
38916,20170138916,4.95,1.1,7.9,4,2.0,2.0,180,2018.2,2017.0,1,ECT2302,APROVADO
38919,20170138934,4.533333333333333,1.0,8.6,6,3.0,3.0,360,2018.2,2017.0,1,ECT2302,APROVADO
38920,20170138934,4.533333333333333,1.0,8.6,6,3.0,3.0,360,2018.2,2017.0,1,ECT2204,REPROVADO
38921,20170138934,4.533333333333333,1.0,8.6,6,3.0,3.0,360,2018.2,2017.0,1,ECT2203,APROVADO
38922,20170138934,4.533333333333333,1.0,8.6,6,3.0,3.0,360,2018.2,2017.0,1,ECT2201,REPROVADO
38923,20170138934,4.533333333333333,1.0,8.6,6,3.0,3.0,360,2018.2,2017.0,1,ECT2202,APROVADO
38924,20170138934,4.533333333333333,1.0,8.6,6,3.0,3.0,360,2018.2,2017.0,1,ECT2205,APROVADO
38925,20170138943,4.528571428571429,1.8,6.8,7,4.0,3.0,405,2018.2,2017.0,1,ECT2201,REPROVADO
38926,20170138943,4.528571428571429,1.8,6.8,7,4.0,3.0,405,2018.2,2017.0,1,ECT2202,APROVADO
38927,20170138943,4.528571428571429,1.8,6.8,7,4.0,3.0,405,2018.2,2017.0,1,ECT2205,APROVADO
38928,20170138943,4.528571428571429,1.8,6.8,7,4.0,3.0,405,2018.2,2017.0,1,ECT2204,REPROVADO
38929,20170138943,4.528571428571429,1.8,6.8,7,4.0,3.0,405,2018.2,2017.0,1,ECT2203,REPROVADO
38930,20170138943,4.528571428571429,1.8,6.8,7,4.0,3.0,405,2018.2,2017.0,1,ECT2302,APROVADO
38931,20170138952,4.866666666666666,1.2,7.0,6,5.0,1.0,330,2018.2,2017.0,1,ECT2202,APROVADO
38932,20170138952,4.866666666666666,1.2,7.0,6,5.0,1.0,330,2018.2,2017.0,1,ECT2204,APROVADO
38933,20170138952,4.866666666666666,1.2,7.0,6,5.0,1.0,330,2018.2,2017.0,1,ECT2302,APROVADO
38934,20170138952,4.866666666666666,1.2,7.0,6,5.0,1.0,330,2018.2,2017.0,1,ECT2205,APROVADO
38935,20170138952,4.866666666666666,1.2,7.0,6,5.0,1.0,330,2018.2,2017.0,1,ECT2201,APROVADO
38936,20170138952,4.866666666666666,1.2,7.0,6,5.0,1.0,330,2018.2,2017.0,1,ECT2203,APROVADO
38937,20170138961,5.239999999999999,1.1,7.7,5,4.0,1.0,285,2018.2,2017.0,1,ECT2203,REPROVADO
38938,20170138961,5.239999999999999,1.1,7.7,5,4.0,1.0,285,2018.2,2017.0,1,ECT2302,APROVADO
38940,20170138961,5.239999999999999,1.1,7.7,5,4.0,1.0,285,2018.2,2017.0,1,ECT2204,REPROVADO
38941,20170138961,5.239999999999999,1.1,7.7,5,4.0,1.0,285,2018.2,2017.0,1,ECT2205,APROVADO
38942,20170138980,4.699999999999999,1.9,8.1,4,2.0,2.0,240,2018.2,2017.0,1,ECT2205,APROVADO
38943,20170138980,4.699999999999999,1.9,8.1,4,2.0,2.0,240,2018.2,2017.0,1,ECT2203,APROVADO
38944,20170138980,4.699999999999999,1.9,8.1,4,2.0,2.0,240,2018.2,2017.0,1,ECT2201,REPROVADO
38945,20170138980,4.699999999999999,1.9,8.1,4,2.0,2.0,240,2018.2,2017.0,1,ECT2302,APROVADO
38946,20170138980,4.699999999999999,1.9,8.1,4,2.0,2.0,240,2018.2,2017.0,1,ECT2204,REPROVADO
38947,20170138980,4.699999999999999,1.9,8.1,4,2.0,2.0,240,2018.2,2017.0,1,ECT2202,REPROVADO
38948,20170139000,3.4333333333333336,0.5,5.3,3,1.0,2.0,165,2018.2,2017.0,1,ECT2205,REPROVADO
38949,20170139000,3.4333333333333336,0.5,5.3,3,1.0,2.0,165,2018.2,2017.0,1,ECT2203,REPROVADO
38950,20170139000,3.4333333333333336,0.5,5.3,3,1.0,2.0,165,2018.2,2017.0,1,ECT2302,APROVADO
38953,20170139065,2.6500000000000004,0.3,6.7,4,1.0,3.0,255,2018.2,2017.0,1,ECT2305,APROVADO
38955,20170139065,2.6500000000000004,0.3,6.7,4,1.0,3.0,255,2018.2,2017.0,1,ECT2205,APROVADO
38956,20170139083,5.983333333333333,0.7,8.8,6,5.0,1.0,315,2018.2,2017.0,1,ECT2202,APROVADO
38957,20170139083,5.983333333333333,0.7,8.8,6,5.0,1.0,315,2018.2,2017.0,1,ECT2204,APROVADO
38958,20170139083,5.983333333333333,0.7,8.8,6,5.0,1.0,315,2018.2,2017.0,1,ECT2206,APROVADO
38959,20170139083,5.983333333333333,0.7,8.8,6,5.0,1.0,315,2018.2,2017.0,1,ECT2203,REPROVADO
38960,20170139083,5.983333333333333,0.7,8.8,6,5.0,1.0,315,2018.2,2017.0,1,ECT2205,REPROVADO
38961,20170139083,5.983333333333333,0.7,8.8,6,5.0,1.0,315,2018.2,2017.0,1,ECT2305,APROVADO
38965,20170139145,5.66,2.8,8.3,5,4.0,1.0,240,2018.2,2017.0,1,ECT2205,REPROVADO
38967,20170139145,5.66,2.8,8.3,5,4.0,1.0,240,2018.2,2017.0,1,ECT2302,APROVADO
38970,20170139145,5.66,2.8,8.3,5,4.0,1.0,240,2018.2,2017.0,1,ECT2203,REPROVADO
38977,20170139207,3.44,0.5,7.5,5,2.0,3.0,300,2018.2,2017.0,1,ECT2204,REPROVADO
38978,20170139207,3.44,0.5,7.5,5,2.0,3.0,300,2018.2,2017.0,1,ECT2205,APROVADO
38980,20170139207,3.44,0.5,7.5,5,2.0,3.0,300,2018.2,2017.0,1,ECT2203,APROVADO
38981,20170139207,3.44,0.5,7.5,5,2.0,3.0,300,2018.2,2017.0,1,ECT2302,APROVADO
38983,20170139216,6.866666666666666,6.3,8.1,6,6.0,0.0,330,2018.2,2017.0,1,ECT2302,APROVADO
38984,20170139216,6.866666666666666,6.3,8.1,6,6.0,0.0,330,2018.2,2017.0,1,ECT2205,APROVADO
38985,20170139216,6.866666666666666,6.3,8.1,6,6.0,0.0,330,2018.2,2017.0,1,ECT2202,APROVADO
38986,20170139216,6.866666666666666,6.3,8.1,6,6.0,0.0,330,2018.2,2017.0,1,ECT2201,REPROVADO
38987,20170139216,6.866666666666666,6.3,8.1,6,6.0,0.0,330,2018.2,2017.0,1,ECT2203,APROVADO
38988,20170139216,6.866666666666666,6.3,8.1,6,6.0,0.0,330,2018.2,2017.0,1,ECT2204,APROVADO
38989,20170139234,4.6,0.0,7.3,4,3.0,1.0,180,2018.2,2017.0,1,ECT2203,REPROVADO
38991,20170139234,4.6,0.0,7.3,4,3.0,1.0,180,2018.2,2017.0,1,ECT2205,REPROVADO
38992,20170139234,4.6,0.0,7.3,4,3.0,1.0,180,2018.2,2017.0,1,ECT2305,APROVADO
38993,20170139243,6.014285714285714,4.2,7.4,7,6.0,1.0,405,2018.2,2017.0,1,ECT2204,REPROVADO
38994,20170139243,6.014285714285714,4.2,7.4,7,6.0,1.0,405,2018.2,2017.0,1,ECT2205,APROVADO
38996,20170139243,6.014285714285714,4.2,7.4,7,6.0,1.0,405,2018.2,2017.0,1,ECT2302,APROVADO
38997,20170139243,6.014285714285714,4.2,7.4,7,6.0,1.0,405,2018.2,2017.0,1,ECT2203,REPROVADO
39000,20170139252,2.3833333333333333,0.0,7.1,6,2.0,4.0,315,2018.2,2017.0,1,ECT2205,REPROVADO
39002,20170139252,2.3833333333333333,0.0,7.1,6,2.0,4.0,315,2018.2,2017.0,1,ECT2203,REPROVADO
39003,20170139252,2.3833333333333333,0.0,7.1,6,2.0,4.0,315,2018.2,2017.0,1,ECT2206,REPROVADO
39004,20170139252,2.3833333333333333,0.0,7.1,6,2.0,4.0,315,2018.2,2017.0,1,ECT2305,APROVADO
39005,20170139261,5.3,4.0,6.2,3,2.0,1.0,180,2018.2,2017.0,1,ECT2402,APROVADO
39006,20170139261,5.3,4.0,6.2,3,2.0,1.0,180,2018.2,2017.0,1,ECT2416,APROVADO
39007,20170139261,5.3,4.0,6.2,3,2.0,1.0,180,2018.2,2017.0,1,ECT2413,REPROVADO
39008,20170139261,5.3,4.0,6.2,3,2.0,1.0,180,2018.2,2017.0,1,ECT2403,APROVADO
39009,20170139270,4.94,0.7,7.7,5,3.0,2.0,285,2018.2,2017.0,1,ECT2302,REPROVADO
39010,20170139270,4.94,0.7,7.7,5,3.0,2.0,285,2018.2,2017.0,1,ECT2203,REPROVADO
39011,20170139270,4.94,0.7,7.7,5,3.0,2.0,285,2018.2,2017.0,1,ECT2205,APROVADO
39012,20170139270,4.94,0.7,7.7,5,3.0,2.0,285,2018.2,2017.0,1,ECT2206,APROVADO
39014,20170139270,4.94,0.7,7.7,5,3.0,2.0,285,2018.2,2017.0,1,ECT2204,REPROVADO
39015,20170139305,5.88,1.7,8.4,5,4.0,1.0,300,2018.2,2017.0,1,ECT2305,APROVADO
39016,20170139305,5.88,1.7,8.4,5,4.0,1.0,300,2018.2,2017.0,1,ECT2203,APROVADO
39017,20170139305,5.88,1.7,8.4,5,4.0,1.0,300,2018.2,2017.0,1,ECT2205,APROVADO
39018,20170139305,5.88,1.7,8.4,5,4.0,1.0,300,2018.2,2017.0,1,ECT2402,APROVADO
39019,20170139305,5.88,1.7,8.4,5,4.0,1.0,300,2018.2,2017.0,1,ECT2306,APROVADO
39020,20170139305,5.88,1.7,8.4,5,4.0,1.0,300,2018.2,2017.0,1,ECT2415,REPROVADO
39021,20170139323,0.39999999999999997,0.0,0.7,3,0.0,3.0,150,2018.2,2017.0,1,ECT2205,REPROVADO
39022,20170139323,0.39999999999999997,0.0,0.7,3,0.0,3.0,150,2018.2,2017.0,1,ECT2204,REPROVADO
39023,20170139323,0.39999999999999997,0.0,0.7,3,0.0,3.0,150,2018.2,2017.0,1,ECT2203,REPROVADO
39024,20170139323,0.39999999999999997,0.0,0.7,3,0.0,3.0,150,2018.2,2017.0,1,ECT2202,REPROVADO
39026,20170139323,0.39999999999999997,0.0,0.7,3,0.0,3.0,150,2018.2,2017.0,1,ECT2302,APROVADO
39028,20170139332,5.383333333333333,1.7,7.3,6,5.0,1.0,345,2018.2,2017.0,1,ECT2302,APROVADO
39030,20170139332,5.383333333333333,1.7,7.3,6,5.0,1.0,345,2018.2,2017.0,1,ECT2205,APROVADO
39032,20170139350,2.15,0.0,7.6,4,1.0,3.0,240,2018.2,2017.0,1,ECT2303,APROVADO
39033,20170139350,2.15,0.0,7.6,4,1.0,3.0,240,2018.2,2017.0,1,ECT2416,APROVADO
39035,20170139421,2.1,0.0,5.8,4,1.0,3.0,270,2018.2,2017.0,1,ECT2205,APROVADO
39036,20170139421,2.1,0.0,5.8,4,1.0,3.0,270,2018.2,2017.0,1,ECT2206,APROVADO
39037,20170139440,2.12,0.0,5.0,5,2.0,3.0,285,2018.2,2017.0,1,ECT2205,APROVADO
39041,20170139440,2.12,0.0,5.0,5,2.0,3.0,285,2018.2,2017.0,1,ECT2206,REPROVADO
39043,20170139468,6.814285714285715,5.0,9.0,7,7.0,0.0,420,2018.2,2017.0,1,ECT2205,APROVADO
39044,20170139468,6.814285714285715,5.0,9.0,7,7.0,0.0,420,2018.2,2017.0,1,ECT2305,APROVADO
39045,20170139468,6.814285714285715,5.0,9.0,7,7.0,0.0,420,2018.2,2017.0,1,ECT2206,APROVADO
39046,20170139468,6.814285714285715,5.0,9.0,7,7.0,0.0,420,2018.2,2017.0,1,ECT2307,APROVADO
39047,20170139468,6.814285714285715,5.0,9.0,7,7.0,0.0,420,2018.2,2017.0,1,ECT2303,REPROVADO
39048,20170139468,6.814285714285715,5.0,9.0,7,7.0,0.0,420,2018.2,2017.0,1,ECT2301,APROVADO
39049,20170139486,5.35,3.9,8.2,4,2.0,2.0,240,2018.2,2017.0,1,ECT2204,APROVADO
39050,20170139486,5.35,3.9,8.2,4,2.0,2.0,240,2018.2,2017.0,1,ECT2205,APROVADO
39051,20170139486,5.35,3.9,8.2,4,2.0,2.0,240,2018.2,2017.0,1,ECT2203,APROVADO
39052,20170139486,5.35,3.9,8.2,4,2.0,2.0,240,2018.2,2017.0,1,ECT2202,APROVADO
39053,20170139486,5.35,3.9,8.2,4,2.0,2.0,240,2018.2,2017.0,1,ECT2201,REPROVADO
39054,20170139486,5.35,3.9,8.2,4,2.0,2.0,240,2018.2,2017.0,1,ECT2302,APROVADO
39055,20170139495,5.4333333333333345,2.3,7.1,6,5.0,1.0,315,2018.2,2017.0,1,ECT2205,REPROVADO
39056,20170139495,5.4333333333333345,2.3,7.1,6,5.0,1.0,315,2018.2,2017.0,1,ECT2302,APROVADO
